Source,Day,Mon,Yr,BluePopulation,LengthFT,Sex,Pregnant,Latitude,Longitude,Maturity,OriginalAge,Age,MinAge,AccurateAge,TotalCorpora,MarkNo
Maeda,12,2,1961,Pygmy,73,F,No,-48,46,Unknown,18,18,No,Yes,NA,
Maeda,12,2,1961,Pygmy,70,M,No,-48,46,Unknown,33,33,No,Yes,NA,
Maeda,12,2,1961,Pygmy,72,M,No,-48,46,Unknown,73,73,No,Yes,NA,
Maeda,12,2,1961,Pygmy,71,M,No,-48,46,Unknown,29,29,No,Yes,NA,
Maeda,12,2,1961,Pygmy,70,M,No,-48,46,Unknown,44,44,No,Yes,NA,
Maeda,12,2,1961,Pygmy,70,M,No,-48,46,Unknown,37,37,No,Yes,NA,
Maeda,13,2,1961,Pygmy,73,F,Yes,-47,48,Mature,28,28,No,Yes,NA,
Maeda,14,2,1961,Pygmy,71,F,No,-47,53,Unknown,17,17,No,Yes,NA,
Maeda,14,2,1961,Pygmy,71,M,No,-47,53,Unknown,41,41,No,Yes,NA,
Maeda,14,2,1961,Pygmy,70,F,Yes,-47,53,Mature,43,43,No,Yes,NA,
Maeda,14,2,1961,Pygmy,70,M,No,-47,53,Unknown,36,36,No,Yes,NA,
Maeda,14,2,1961,Pygmy,72,F,Yes,-47,53,Mature,32,32,No,Yes,NA,
Maeda,14,2,1961,Pygmy,71,F,Yes,-47,53,Mature,13,13,No,Yes,NA,
Maeda,14,2,1961,Pygmy,70,M,No,-47,53,Unknown,20,20,No,Yes,NA,
Maeda,14,2,1961,Pygmy,70,M,No,-47,53,Unknown,34,34,No,Yes,NA,
Maeda,14,2,1961,Pygmy,70,M,No,-47,53,Unknown,29,29,No,Yes,NA,
Maeda,14,2,1961,Pygmy,70,F,Yes,-47,53,Mature,27,27,No,Yes,NA,
Maeda,14,2,1961,Pygmy,70,M,No,-47,53,Unknown,34,34,No,Yes,NA,
Maeda,14,2,1961,Pygmy,73,F,No,-47,53,Unknown,32,32,No,Yes,NA,
Maeda,15,2,1961,Pygmy,71,M,No,-48,54,Unknown,62,62,No,Yes,NA,
Maeda,15,2,1961,Pygmy,73,F,Yes,-48,54,Mature,12,12,No,Yes,NA,
Maeda,15,2,1961,Pygmy,74,F,No,-48,54,Unknown,54,54,No,Yes,NA,
Maeda,17,2,1961,Pygmy,72,M,No,-47,48,Unknown,40,40,No,Yes,NA,
Maeda,17,2,1961,Pygmy,70,M,No,-47,48,Unknown,18,18,No,Yes,NA,
Maeda,17,2,1961,Pygmy,70,M,No,-47,48,Unknown,21,21,No,Yes,NA,
Maeda,18,2,1961,Pygmy,72,F,No,-48,46,Unknown,31,31,No,Yes,NA,
Maeda,20,2,1961,Pygmy,74,F,Yes,-47,39,Mature,43,43,No,Yes,NA,
Maeda,20,2,1961,Pygmy,73,F,No,-47,39,Unknown,52,52,No,Yes,NA,
Maeda,20,2,1961,Pygmy,71,M,No,-47,39,Unknown,20,20,No,Yes,NA,
Maeda,20,2,1961,Pygmy,73,F,Yes,-47,39,Mature,43,43,No,Yes,NA,
Maeda,20,2,1961,Pygmy,71,M,No,-47,39,Unknown,34,34,No,Yes,NA,
Maeda,20,2,1961,Pygmy,71,F,No,-47,39,Unknown,18,18,No,Yes,NA,
Maeda,20,2,1961,Pygmy,70,M,No,-47,39,Unknown,47,47,No,Yes,NA,
Maeda,21,2,1961,Pygmy,70,F,Yes,-47,39,Mature,28,28,No,Yes,NA,
Maeda,21,2,1961,Pygmy,70,M,No,-47,39,Unknown,29,29,No,Yes,NA,
Maeda,21,2,1961,Pygmy,71,M,No,-47,39,Unknown,16,16,No,Yes,NA,
Maeda,21,2,1961,Pygmy,71,M,No,-47,39,Unknown,45,45,No,Yes,NA,
Maeda,21,2,1961,Pygmy,70,M,No,-47,39,Unknown,37,37,No,Yes,NA,
Maeda,21,2,1961,Pygmy,73,F,Yes,-47,39,Mature,44,44,No,Yes,NA,
Maeda,21,2,1961,Pygmy,73,F,No,-47,39,Unknown,41,41,No,Yes,NA,
Maeda,21,2,1961,Pygmy,70,M,No,-47,39,Unknown,72,72,No,Yes,NA,
Maeda,22,2,1961,Pygmy,70,F,No,-46,39,Unknown,33,33,No,Yes,NA,
Maeda,22,2,1961,Pygmy,70,M,No,-46,39,Unknown,35,35,No,Yes,NA,
Maeda,23,2,1961,Pygmy,70,M,No,-44,38,Unknown,14,14,No,Yes,NA,
Maeda,24,2,1961,Pygmy,69,M,No,-43,37,Unknown,38,38,No,Yes,NA,
Maeda,24,2,1961,Pygmy,70,M,No,-43,37,Unknown,16,16,No,Yes,NA,
Maeda,24,2,1961,Pygmy,70,F,No,-43,37,Unknown,11,11,No,Yes,NA,
Maeda,24,2,1961,Pygmy,70,M,No,-43,37,Unknown,39,39,No,Yes,NA,
Maeda,24,2,1961,Pygmy,71,F,No,-43,37,Unknown,10,10,No,Yes,NA,
Maeda,24,2,1961,Pygmy,70,F,Yes,-43,37,Mature,48,48,No,Yes,NA,
Maeda,24,2,1961,Pygmy,70,M,No,-43,37,Unknown,14,14,No,Yes,NA,
Maeda,24,2,1961,Pygmy,70,F,No,-43,37,Unknown,36,36,No,Yes,NA,
Maeda,24,2,1961,Pygmy,70,F,No,-43,37,Unknown,27,27,No,Yes,NA,
Maeda,24,2,1961,Pygmy,70,F,Yes,-43,37,Mature,32,32,No,Yes,NA,
Maeda,24,2,1961,Pygmy,71,M,No,-43,37,Unknown,39,39,No,Yes,NA,
Maeda,24,2,1961,Pygmy,70,M,No,-43,37,Unknown,30,30,No,Yes,NA,
Maeda,24,2,1961,Pygmy,70,M,No,-43,37,Unknown,19,19,No,Yes,NA,
Maeda,24,2,1961,Pygmy,70,M,No,-43,37,Unknown,42,42,No,Yes,NA,
Maeda,24,2,1961,Pygmy,69,F,No,-43,37,Unknown,7,7,No,Yes,NA,
Maeda,24,2,1961,Pygmy,74,M,No,-43,37,Unknown,46,46,No,Yes,NA,
Maeda,25,2,1961,Pygmy,70,M,No,-42,37,Unknown,48,48,No,Yes,NA,
Maeda,25,2,1961,Pygmy,74,F,No,-42,37,Unknown,21,21,No,Yes,NA,
Maeda,25,2,1961,Pygmy,70,M,No,-42,37,Unknown,38,38,No,Yes,NA,
Maeda,25,2,1961,Pygmy,70,M,No,-42,37,Unknown,37,37,No,Yes,NA,
Maeda,25,2,1961,Pygmy,70,M,No,-42,37,Unknown,31,31,No,Yes,NA,
Maeda,25,2,1961,Pygmy,70,M,No,-42,37,Unknown,27,27,No,Yes,NA,
Maeda,25,2,1961,Pygmy,71,M,No,-42,37,Unknown,21,21,No,Yes,NA,
Maeda,25,2,1961,Pygmy,71,M,No,-42,37,Unknown,8,8,No,Yes,NA,
Maeda,25,2,1961,Pygmy,70,M,No,-42,37,Unknown,45,45,No,Yes,NA,
Maeda,25,2,1961,Pygmy,71,F,No,-42,37,Unknown,29,29,No,Yes,NA,
Maeda,25,2,1961,Pygmy,71,M,No,-42,37,Unknown,39,39,No,Yes,NA,
Maeda,25,2,1961,Pygmy,72,F,No,-42,37,Unknown,23,23,No,Yes,NA,
Maeda,28,2,1961,Pygmy,72,F,No,-43,42,Unknown,24,24,No,Yes,NA,
Maeda,28,2,1961,Pygmy,72,F,Yes,-43,42,Mature,24,24,No,Yes,NA,
Maeda,1,3,1961,Pygmy,73,F,No,-43,46,Unknown,17,17,No,Yes,NA,
Maeda,1,3,1961,Pygmy,70,F,No,-43,46,Unknown,21,21,No,Yes,NA,
Maeda,1,3,1961,Pygmy,70,M,No,-43,46,Unknown,21,21,No,Yes,NA,
Maeda,1,3,1961,Pygmy,72,F,No,-43,46,Unknown,38,38,No,Yes,NA,
Maeda,2,3,1961,Pygmy,73,F,No,-44,49,Unknown,16,16,No,Yes,NA,
Maeda,5,3,1961,Pygmy,70,M,No,-46,66,Unknown,40,40,No,Yes,NA,
Maeda,5,3,1961,Pygmy,73,M,No,-46,66,Unknown,22,22,No,Yes,NA,
Maeda,6,3,1961,Pygmy,72,M,No,-48,70,Unknown,41,41,No,Yes,NA,
Maeda,6,3,1961,Pygmy,72,M,No,-48,70,Unknown,52,52,No,Yes,NA,
Maeda,6,3,1961,Pygmy,70,M,No,-48,70,Unknown,35,35,No,Yes,NA,
Maeda,6,3,1961,Pygmy,70,F,No,-48,70,Unknown,6,6,Yes,No,NA,
Maeda,6,3,1961,Pygmy,70,M,No,-48,70,Unknown,33,33,No,Yes,NA,
Maeda,6,3,1961,Pygmy,71,M,No,-48,70,Unknown,31,31,No,Yes,NA,
Maeda,6,3,1961,Pygmy,71,M,No,-48,70,Unknown,29,29,No,Yes,NA,
Maeda,6,3,1961,Pygmy,71,M,No,-48,70,Unknown,31,31,No,Yes,NA,
Maeda,6,3,1961,Pygmy,71,M,No,-48,70,Unknown,55,55,No,Yes,NA,
Maeda,6,3,1961,Pygmy,71,F,No,-48,70,Unknown,19,19,No,Yes,NA,
Maeda,6,3,1961,Pygmy,71,M,No,-48,70,Unknown,48,48,No,Yes,NA,
Maeda,6,3,1961,Pygmy,71,M,No,-48,70,Unknown,34,34,No,Yes,NA,
Maeda,8,3,1961,Pygmy,72,F,No,-48,71,Unknown,27,27,No,Yes,NA,
Maeda,9,3,1961,Pygmy,71,M,No,-49,71,Unknown,33,33,No,Yes,NA,
Maeda,10,3,1961,Pygmy,72,F,No,-48,70,Unknown,63,63,No,Yes,NA,
Maeda,10,3,1961,Pygmy,71,F,No,-48,70,Unknown,14,14,No,Yes,NA,
Maeda,10,3,1961,Pygmy,70,M,No,-48,70,Unknown,30,30,Yes,No,NA,
Maeda,10,3,1961,Pygmy,70,M,No,-48,70,Unknown,13,13,No,Yes,NA,
Maeda,10,3,1961,Pygmy,71,F,No,-48,70,Unknown,36,36,No,Yes,NA,
Maeda,10,3,1961,Pygmy,71,M,No,-48,70,Unknown,26,26,No,Yes,NA,
Maeda,10,3,1961,Pygmy,70,F,Yes,-48,70,Mature,34,34,No,Yes,NA,
Maeda,10,3,1961,Pygmy,73,F,No,-48,70,Unknown,15,15,No,Yes,NA,
Maeda,10,3,1961,Pygmy,71,M,No,-48,70,Unknown,53,53,No,Yes,NA,
Maeda,10,3,1961,Pygmy,71,M,No,-48,70,Unknown,15,15,No,Yes,NA,
Maeda,11,3,1961,Pygmy,72,F,No,-47,69,Unknown,21,21,No,Yes,NA,
Maeda,11,3,1961,Pygmy,72,F,No,-47,69,Unknown,19,19,No,Yes,NA,
Maeda,11,3,1961,Pygmy,74,F,No,-47,69,Unknown,58,58,No,Yes,NA,
Maeda,11,3,1961,Pygmy,71,M,No,-47,69,Unknown,20,20,No,Yes,NA,
Maeda,11,3,1961,Pygmy,70,F,No,-47,69,Unknown,21,21,No,Yes,NA,
Maeda,11,3,1961,Pygmy,71,F,No,-47,69,Unknown,19,19,No,Yes,NA,
Maeda,11,3,1961,Pygmy,72,M,No,-47,69,Unknown,16,16,No,Yes,NA,
Maeda,11,3,1961,Pygmy,73,F,Yes,-47,69,Mature,16,16,No,Yes,NA,
Maeda,12,3,1961,Pygmy,72,M,No,-47,70,Unknown,27,27,No,Yes,NA,
Maeda,13,3,1961,Pygmy,70,F,No,-47,70,Unknown,16,16,No,Yes,NA,
Maeda,13,3,1961,Pygmy,73,F,No,-47,70,Unknown,35,35,No,Yes,NA,
Maeda,14,3,1961,Pygmy,70,M,No,-47,70,Unknown,33,33,No,Yes,NA,
Maeda,14,3,1961,Pygmy,72,F,No,-47,70,Unknown,18,18,No,Yes,NA,
Maeda,14,3,1961,Pygmy,70,F,No,-47,70,Unknown,9,9,No,Yes,NA,
Maeda,14,3,1961,Pygmy,70,F,No,-47,70,Unknown,21,21,Yes,No,NA,
Maeda,14,3,1961,Pygmy,71,F,No,-47,70,Unknown,20,20,No,Yes,NA,
Maeda,14,3,1961,Pygmy,71,F,Yes,-47,70,Mature,8,8,Yes,No,NA,
Maeda,14,3,1961,Pygmy,70,F,No,-47,70,Unknown,21,21,No,Yes,NA,
Maeda,14,3,1961,Pygmy,70,M,No,-47,70,Unknown,28,28,No,Yes,NA,
Maeda,14,3,1961,Pygmy,73,F,No,-47,70,Unknown,17,17,No,Yes,NA,
Maeda,14,3,1961,Pygmy,71,M,No,-47,70,Unknown,16,16,No,Yes,NA,
Maeda,14,3,1961,Pygmy,74,F,Yes,-47,70,Mature,32,32,Yes,No,NA,
Maeda,14,3,1961,Pygmy,70,M,No,-47,70,Unknown,24,24,No,Yes,NA,
Maeda,14,3,1961,Pygmy,70,M,No,-47,70,Unknown,23,23,No,Yes,NA,
Maeda,14,3,1961,Pygmy,72,M,No,-47,70,Unknown,43,43,No,Yes,NA,
Maeda,14,3,1961,Pygmy,70,F,No,-47,70,Unknown,27,27,No,Yes,NA,
Maeda,14,3,1961,Pygmy,71,M,No,-47,70,Unknown,22,22,No,Yes,NA,
Maeda,14,3,1961,Pygmy,71,M,No,-47,70,Unknown,15,15,No,Yes,NA,
Maeda,14,3,1961,Pygmy,71,F,No,-47,70,Unknown,27,27,No,Yes,NA,
Maeda,14,3,1961,Pygmy,73,M,No,-47,70,Unknown,42,42,No,Yes,NA,
Maeda,15,3,1961,Pygmy,70,M,No,-47,70,Unknown,34,34,No,Yes,NA,
Maeda,15,3,1961,Pygmy,73,F,No,-47,70,Unknown,47,47,No,Yes,NA,
Maeda,15,3,1961,Pygmy,70,M,No,-47,70,Unknown,36,36,No,Yes,NA,
Maeda,15,3,1961,Pygmy,76,M,No,-47,70,Unknown,25,25,No,Yes,NA,
Maeda,1,2,1961,Pygmy,74,F,Yes,-47,37,Mature,35,35,No,Yes,NA,
Maeda,1,2,1961,Pygmy,71,F,No,-47,37,Unknown,18,18,No,Yes,NA,
Maeda,2,2,1961,Pygmy,70,F,No,-47,41,Unknown,6,6,No,Yes,NA,
Maeda,2,2,1961,Pygmy,70,M,No,-47,41,Unknown,33,33,No,Yes,NA,
Maeda,2,2,1961,Pygmy,75,M,No,-47,41,Unknown,24,24,No,Yes,NA,
Maeda,2,2,1961,Pygmy,70,F,No,-47,41,Unknown,9,9,No,Yes,NA,
Maeda,2,2,1961,Pygmy,70,M,No,-47,41,Unknown,10,10,No,Yes,NA,
Maeda,2,2,1961,Pygmy,71,F,No,-47,41,Unknown,12,12,No,Yes,NA,
Maeda,2,2,1961,Pygmy,70,F,Yes,-47,41,Mature,15,15,No,Yes,NA,
Maeda,2,2,1961,Pygmy,71,M,No,-47,41,Unknown,19,19,No,Yes,NA,
Maeda,2,2,1961,Pygmy,68,F,No,-47,41,Unknown,21,21,No,Yes,NA,
Maeda,3,2,1961,Pygmy,72,F,Yes,-47,39,Mature,28,28,No,Yes,NA,
Maeda,3,2,1961,Pygmy,73,F,Yes,-47,39,Mature,7,7,No,Yes,NA,
Maeda,3,2,1961,Pygmy,72,M,No,-47,39,Unknown,21,21,No,Yes,NA,
Maeda,3,2,1961,Pygmy,74,M,No,-47,39,Unknown,23,23,Yes,No,NA,
Maeda,4,2,1961,Pygmy,70,M,No,-47,42,Unknown,2,2,No,Yes,NA,
Maeda,4,2,1961,Pygmy,70,M,No,-47,42,Unknown,7,7,No,Yes,NA,
Maeda,4,2,1961,Pygmy,75,F,No,-47,42,Unknown,43,43,No,Yes,NA,
Maeda,4,2,1961,Pygmy,72,M,No,-47,42,Unknown,6,6,Yes,No,NA,
Maeda,7,2,1961,Pygmy,73,M,No,-46,46,Unknown,30,30,No,Yes,NA,
Maeda,7,2,1961,Pygmy,72,M,No,-46,46,Unknown,30,30,No,Yes,NA,
Maeda,7,2,1961,Pygmy,72,M,No,-46,46,Unknown,42,42,No,Yes,NA,
Maeda,8,2,1961,Pygmy,71,F,No,-47,45,Unknown,26,26,No,Yes,NA,
Maeda,8,2,1961,Pygmy,72,M,No,-47,45,Unknown,68,68,No,Yes,NA,
Maeda,8,2,1961,Pygmy,70,M,No,-47,45,Unknown,22,22,No,Yes,NA,
Maeda,9,2,1961,Pygmy,74,F,Yes,-47,43,Mature,14,14,No,Yes,NA,
Maeda,9,2,1961,Pygmy,71,M,No,-47,43,Unknown,34,34,No,Yes,NA,
Maeda,9,2,1961,Pygmy,70,M,No,-47,43,Unknown,20,20,No,Yes,NA,
Maeda,9,2,1961,Pygmy,70,M,No,-47,43,Unknown,56,56,No,Yes,NA,
Maeda,9,2,1961,Pygmy,72,M,No,-47,43,Unknown,10,10,No,Yes,NA,
Maeda,10,2,1961,Pygmy,70,M,No,-47,42,Unknown,36,36,No,Yes,NA,
Maeda,10,2,1961,Pygmy,72,M,No,-47,42,Unknown,42,42,No,Yes,NA,
Maeda,10,2,1961,Pygmy,71,M,No,-47,42,Unknown,23,23,No,Yes,NA,
Maeda,10,2,1961,Pygmy,72,M,No,-47,42,Unknown,5,5,No,Yes,NA,
Maeda,10,2,1961,Pygmy,73,F,Yes,-47,42,Mature,18,18,No,Yes,NA,
Maeda,10,2,1961,Pygmy,71,F,Yes,-47,42,Mature,22,22,No,Yes,NA,
Maeda,10,2,1961,Pygmy,71,F,No,-47,42,Unknown,23,23,No,Yes,NA,
Maeda,10,2,1961,Pygmy,76,F,Yes,-47,42,Mature,38,38,No,Yes,NA,
Maeda,10,2,1961,Pygmy,70,M,No,-47,42,Unknown,50,50,No,Yes,NA,
Maeda,11,2,1961,Pygmy,64,F,No,-47,43,Unknown,5,5,No,Yes,NA,
Maeda,11,2,1961,Pygmy,71,M,No,-47,43,Unknown,46,46,No,Yes,NA,
Maeda,11,2,1961,Pygmy,76,F,No,-47,43,Unknown,36,36,No,Yes,NA,
Maeda,2,2,1961,Pygmy,73,M,No,-47,39,Unknown,46,46,No,Yes,NA,
Maeda,2,2,1961,Pygmy,70,M,No,-47,39,Unknown,10,10,No,Yes,NA,
Maeda,3,2,1961,Pygmy,74,F,No,-46,40,Unknown,22,22,No,Yes,NA,
Maeda,3,2,1961,Pygmy,72,M,No,-46,40,Unknown,36,36,No,Yes,NA,
Maeda,4,2,1961,Pygmy,74,F,Yes,-47,42,Mature,27,27,Yes,No,NA,
Maeda,4,2,1961,Pygmy,72,F,Yes,-47,42,Mature,12,12,No,Yes,NA,
Maeda,7,2,1961,Pygmy,71,F,Yes,-47,40,Mature,22,22,No,Yes,NA,
Maeda,7,2,1961,Pygmy,72,M,No,-47,40,Unknown,27,27,No,Yes,NA,
Maeda,8,2,1961,Pygmy,73,F,Yes,-46,39,Mature,13,13,No,Yes,NA,
Maeda,8,2,1961,Pygmy,71,F,No,-46,39,Unknown,20,20,No,Yes,NA,
Maeda,22,2,1961,Pygmy,74,F,Yes,-47,41,Mature,71,71,No,Yes,NA,
Maeda,22,2,1961,Pygmy,70,F,No,-47,41,Unknown,29,29,No,Yes,NA,
Maeda,2,3,1962,Pygmy,67,F,No,-51,79,Unknown,4,4,Yes,No,NA,
Maeda,2,3,1962,Pygmy,72,M,No,-51,79,Unknown,13,13,Yes,No,NA,
Maeda,7,3,1962,Pygmy,78,F,No,-52,61,Unknown,33,33,No,Yes,NA,
Maeda,28,3,1962,Pygmy,73,F,No,-50,69,Unknown,11,11,Yes,No,NA,
Maeda,28,3,1962,Pygmy,70,F,No,-50,69,Unknown,16,16,No,Yes,NA,
Maeda,28,3,1962,Pygmy,75,M,No,-50,69,Unknown,22,22,No,Yes,NA,
Maeda,28,3,1962,Pygmy,71,F,No,-50,69,Unknown,26,26,No,Yes,NA,
Maeda,29,3,1962,Pygmy,71,M,No,-48,71,Unknown,6,6,No,Yes,NA,
Maeda,29,3,1962,Pygmy,72,F,No,-48,71,Unknown,24,24,No,Yes,NA,
Maeda,29,3,1962,Pygmy,72,F,No,-48,71,Unknown,28,28,No,Yes,NA,
Maeda,28,3,1962,Pygmy,71,F,No,-47,34,Unknown,18,18,Yes,No,NA,
Maeda,28,3,1962,Pygmy,70,M,No,-47,34,Unknown,29,29,No,Yes,NA,
Maeda,28,3,1962,Pygmy,73,F,No,-47,34,Unknown,33,33,No,Yes,NA,
Maeda,28,3,1962,Pygmy,71,F,No,-47,34,Unknown,27,27,No,Yes,NA,
Maeda,2,2,1962,Pygmy,70,M,No,-47,35,Unknown,21,21,No,Yes,NA,
Maeda,2,2,1962,Pygmy,72,F,No,-47,35,Unknown,41,41,No,Yes,NA,
Maeda,2,2,1962,Pygmy,72,F,No,-47,35,Unknown,56?,56,No,No,NA,
Maeda,3,2,1962,Pygmy,72,F,No,-47,36,Unknown,24,24,No,Yes,NA,
Maeda,3,2,1962,Pygmy,71,F,No,-47,36,Unknown,27,27,No,Yes,NA,
Maeda,3,2,1962,Pygmy,73,F,Yes,-47,36,Mature,32,32,No,Yes,NA,
Maeda,3,2,1962,Pygmy,71,M,No,-47,36,Unknown,18,18,No,Yes,NA,
Maeda,28,3,1962,Pygmy,71,F,No,-49,46,Unknown,9,9,Yes,No,NA,
Maeda,28,3,1962,Pygmy,70,M,No,-49,46,Unknown,16,16,No,Yes,NA,
Maeda,28,3,1962,Pygmy,70,M,No,-49,46,Unknown,15,15,No,Yes,NA,
Maeda,28,3,1962,Pygmy,71,F,No,-49,46,Unknown,13,13,No,Yes,NA,
Maeda,28,3,1962,Pygmy,70,F,No,-49,46,Unknown,19,19,No,Yes,NA,
Maeda,28,3,1962,Pygmy,70,M,No,-49,46,Unknown,25,25,No,Yes,NA,
Maeda,28,3,1962,Pygmy,71,M,No,-49,46,Unknown,22,22,No,Yes,NA,
Maeda,28,3,1962,Pygmy,71,M,No,-49,46,Unknown,33,33,No,Yes,NA,
Maeda,28,3,1962,Pygmy,70,M,No,-49,46,Unknown,10,10,No,Yes,NA,
Maeda,28,3,1962,Pygmy,71,M,No,-49,46,Unknown,11,11,No,Yes,NA,
Maeda,28,3,1962,Pygmy,72,M,No,-49,46,Unknown,11,11,No,Yes,NA,
Maeda,28,3,1962,Pygmy,71,F,No,-49,46,Unknown,15,15,No,Yes,NA,
Maeda,28,3,1962,Pygmy,70,F,Yes,-49,46,Mature,17,17,Yes,No,NA,
Maeda,28,3,1962,Pygmy,70,M,No,-49,46,Unknown,17,17,No,Yes,NA,
Maeda,28,3,1962,Pygmy,71,M,No,-49,46,Unknown,16,16,No,Yes,NA,
Maeda,28,3,1962,Pygmy,71,M,No,-49,46,Unknown,41,41,Yes,No,NA,
Maeda,28,3,1962,Pygmy,70,F,No,-49,46,Unknown,8,8,No,Yes,NA,
Maeda,28,3,1962,Pygmy,70,M,No,-49,46,Unknown,22,22,No,Yes,NA,
Maeda,28,3,1962,Pygmy,70,F,No,-49,46,Unknown,23,23,No,Yes,NA,
Maeda,28,3,1962,Pygmy,71,F,No,-49,46,Unknown,9,9,No,Yes,NA,
Maeda,28,3,1962,Pygmy,70,M,No,-49,46,Unknown,53,53,No,Yes,NA,
Maeda,29,3,1962,Pygmy,71,M,No,-48,46,Unknown,17,17,Yes,No,NA,
Maeda,29,3,1962,Pygmy,71,M,No,-48,46,Unknown,18,18,No,Yes,NA,
Maeda,29,3,1962,Pygmy,70,F,No,-48,46,Unknown,16,16,No,Yes,NA,
Maeda,29,3,1962,Pygmy,71,M,No,-48,46,Unknown,23,23,No,Yes,NA,
Maeda,29,3,1962,Pygmy,70,M,No,-48,46,Unknown,11,11,No,Yes,NA,
Maeda,29,3,1962,Pygmy,59,M,No,-48,46,Immature,7,7,No,Yes,NA,
Maeda,29,3,1962,Pygmy,73,F,No,-48,46,Unknown,14,14,No,Yes,NA,
Maeda,29,3,1962,Pygmy,73,M,No,-48,46,Unknown,29,29,No,Yes,NA,
Maeda,29,3,1962,Pygmy,70,F,No,-48,46,Unknown,11,11,No,Yes,NA,
Maeda,29,3,1962,Pygmy,71,M,No,-48,46,Unknown,14,14,No,Yes,NA,
Maeda,1,2,1962,Pygmy,79,F,No,-46,47,Unknown,29,29,No,Yes,NA,
Maeda,1,2,1962,Pygmy,74,F,No,-46,47,Unknown,14,14,No,Yes,NA,
Maeda,1,2,1962,Pygmy,70,F,No,-46,47,Unknown,21,21,No,Yes,NA,
Maeda,1,2,1962,Pygmy,70,M,No,-46,47,Unknown,26,26,No,Yes,NA,
Maeda,1,2,1962,Pygmy,74,F,Yes,-46,47,Mature,26,26,No,Yes,NA,
Maeda,1,2,1962,Pygmy,70,M,No,-46,47,Unknown,34,34,No,Yes,NA,
